data_id,question,answer,tokens,token_count
2063,『海洋自由論』や『戦争と平和の法』などの著書があり、「国際法の父」と呼ばれるオランダの法学者は誰でしょう？,フーゴー・グロティウス,|『海洋自由論』|や|『|戦争|と|平和|の|法|』|など|の|著書|が|あり|、|「国際法の父」|と|呼ば|れる|オランダ|の|法学|者|は|誰|でしょう|？|,27
2064,よくある質問を意味する「FAQ」とは、何という言葉の略でしょう？,Frequently askedquestion,|よく|ある|質問|を|意味|する|「FAQ」|と|は|、|何|と|いう|言葉|の|略|でしょう|？|,18
2065,生殖細胞ができるときに起こる、染色体の減少を伴う細胞分裂のことを何というでしょう？,減数分裂(げんすうぶんれつ),|生殖細胞|が|できる|とき|に|起こる|、|染色体|の|減少|を|伴う|細胞分裂|の|こと|を|何|と|いう|でしょう|？|,21
2066,「僕は三十七歳で、そのときボーイング747のシートに座っていた」という書き出しで始まる、1987年に刊行された村上春樹のベストセラー小説といえば何でしょう？,『ノルウェイの森』,|「|僕|は|三十|七|歳|で|、|その|とき|ボーイング|747|の|シート|に|座っ|て|い|た|」|と|いう|書き出し|で|始まる|、|1987|年|に|刊行|さ|れ|た|村上春樹|の|ベスト|セラー|小説|と|いえ|ば|何|でしょう|？|,44
2067,そのスピード感から「氷上のF1」と称される、ハンドル付きのソリを用いて行う冬のスポーツは何でしょう？,ボブスレー,|その|スピード|感|から|「氷上のF1」|と|称さ|れる|、|ハンドル|付き|の|ソリ|を|用い|て|行う|冬|の|スポーツ|は|何|でしょう|？|,24
2068,都市部の電車で多く見られる、線路と平行な向きに細長く設置された座席のことを何というでしょう？,ロングシート,|都市部|の|電車|で|多く|見|られる|、|線路|と|平行|な|向き|に|細長く|設置|さ|れ|た|座席|の|こと|を|何|と|いう|でしょう|？|,28
2069,2001年の今日・3月23日に大気圏上で廃棄処分された、旧ソビエト連邦の宇宙ステーションは何でしょう？,ミール,|2001|年|の|今日|・|3|月|23|日|に|大気|圏|上|で|廃棄処分|さ|れ|た|、|旧|ソビエト|連邦|の|宇宙|ステーション|は|何|でしょう|？|,29
2070,ミネラルやビタミンが豊富に含まれるため「飲むサラダ」という別名をもつ、南米原産のお茶は何でしょう？,マテ茶,|ミネラル|や|ビタミン|が|豊富|に|含ま|れる|ため|「飲むサラダ」|と|いう|別名|を|もつ|、|南米原産|の|お|茶|は|何|でしょう|？|,24
2071,日本の湖の中で4番目に面積が広い、福島県にある湖は何でしょう？,猪苗代湖(いなわしろこ),|日本|の|湖|の|中|で|4|番|目|に|面積|が|広い|、|福島県|に|ある|湖|は|何|でしょう|？|,22
2072,かつては高価だったロウソクを指したともいわれる言葉で、転じて手持ちの衣装の中で最高の晴れ着を意味するのは何でしょう？,一張羅(いっちょうら),|かつて|は|高価|だっ|た|ロウソク|を|指し|た|と|も|いわ|れる|言葉|で|、|転じ|て|手持ち|の|衣装|の|中|で|最高|の|晴れ着|を|意味|する|の|は|何|でしょう|？|,35
2073,1950年代にオーバル・ライン、チューリップ・ライン、Aラインなどを発表したフランスのファッションデザイナーは誰でしょう？,クリスチャン・ディオール,|1950|年代|に|オーバル|・|ライン|、|チューリップ|・|ライン|、|A|ライン|など|を|発表|し|た|フランス|の|ファッション|デザイナー|は|誰|でしょう|？|,26
2074,昨年(2013年)、タレント・松浦亜弥との結婚が報じられた、ダンスボーカルユニット・w‐inds.(ウインズ)のメンバーは誰でしょう？,橘慶太(たちばな・けいた),|昨年(2013年)|、|タレント|・|松浦亜弥|と|の|結婚|が|報じ|られ|た|、|ダンス|ボーカル|ユニット|・|w|‐|inds|.|の|メンバー|は|誰|でしょう|？|,27
2075,御家人の権利義務や道徳などが盛り込まれている、1232年に北条泰時によって制定された法令は何でしょう？,御成敗式目(ごせいばいしきもく),|御|家人|の|権利義務|や|道徳|など|が|盛り込ま|れ|て|いる|、|1232|年|に|北条泰時|に|よっ|て|制定|さ|れ|た|法令|は|何|でしょう|？|,29
2076,気象庁の元予報官・倉嶋厚(くらしま・あつし)による造語である、夜間の最低気温が25度以上の日を指す言葉は何でしょう？,熱帯夜,|気象|庁|の|元予報|官|・|倉嶋厚|に|よる|造語|で|ある|、|夜間|の|最低気温|が|25|度以上|の|日|を|指す|言葉|は|何|でしょう|？|,28
2077,日本プロ野球で、42歳4ヶ月と史上最年長で2000本安打を達成した選手は誰でしょう？,谷繁元信(たにしげ・もとのぶ),|日本|プロ|野球|で|、|42|歳|4|ヶ月|と|史上|最|年長|で|2000|本|安打|を|達成|し|た|選手|は|誰|でしょう|？|,26
2078,代表作に『ピエタ』や『ダビデ像』などがある、ルネサンス期イタリアの芸術家は誰でしょう？,ミケランジェロ,|代表|作|に|『ピエタ』|や|『ダビデ像』|など|が|ある|、|ルネサンス|期|イタリア|の|芸術|家|は|誰|でしょう|？|,20
2079,大文字では万有引力定数、小文字では重力加速度を表すアルファベット1文字は何でしょう？,g,|大|文字|で|は|万有引力定数|、|小|文字|で|は|重力加速度|を|表す|アルファベット|1|文字|は|何|でしょう|？|,20
2080,経済用語で、事業に投じた費用のうち、事業を撤退・縮小しても回収できないものを特に何というでしょう？,埋没費用(まいぼつひよう),|経済用語|で|、|事業|に|投じ|た|費用|の|うち|、|事業|を|撤退|・|縮小|し|て|も|回収|でき|ない|もの|を|特に|何|と|いう|でしょう|？|,30
2081,用心の上にも用心深く物事を行うことを、「何を叩いて渡る」というでしょう？,石橋,|用心|の|上|に|も|用心|深く|物事|を|行う|こと|を|、|「|何|を|叩い|て|渡る|」|と|いう|でしょう|？|,24
2082,自然科学をテーマとした新書「ブルーバックス」を発行している出版社はどこでしょう？,講談社,|自然科学|を|テーマ|と|し|た|新書|「|ブルー|バックス|」|を|発行|し|て|いる|出版社|は|どこ|でしょう|？|,21
2083,教会で行われる結婚式で、花嫁が父親とともに通る通路を何というでしょう？,バージンロード,|教会|で|行わ|れる|結婚式|で|、|花嫁|が|父親|と|とも|に|通る|通路|を|何|と|いう|でしょう|？|,21
2084,明治維新で活躍した大久保利通、西郷隆盛といえば、何藩出身の人物でしょう？,薩摩藩,|明治維新|で|活躍|し|た|大久保利通|、|西郷隆盛|と|いえ|ば|、|何藩出身|の|人物|でしょう|？|,17
2085,世界の航空業界に影響力を持つ「エアポート・オブ・ザ・イヤー」で2013年の1位を獲得した、シンガポールのハブ空港はどこでしょう？,シンガポール・チャンギ国際空港,|世界|の|航空|業|界|に|影響|力|を|持つ|「|エアポート|・|オブ|・|ザ|・|イヤー|」|で|2013|年|の|1|位|を|獲得|し|た|、|シンガポール|の|ハブ|空港|は|どこ|でしょう|？|,38
2086,代表曲に『少女A』『セカンド・ラブ』『ミ・アモーレ』などがある、昭和を代表する女性歌手は誰でしょう？,中森明菜(なかもり・あきな),|代表曲|に|『少女A』|『|セカンド|・|ラブ|』|『ミ・アモーレ』|など|が|ある|、|昭和|を|代表|する|女性歌手|は|誰|でしょう|？|,22
2087,英語では「wasted vote」という、選挙で落選者に投じられた票を何というでしょう？,死票(しひょう),|英語|で|は|「|wastedvote|」|と|いう|、|選挙|で|落選|者|に|投じ|られ|た|票|を|何|と|いう|でしょう|？|,24
2088,現在のプロ野球12球団の中で、クライマックスシリーズに出場したことがない唯一の球団はどこでしょう？,横浜DeNAベイスターズ,|現在|の|プロ|野球|12|球団|の|中|で|、|クライマックス|シリーズ|に|出場|し|た|こと|が|ない|唯一|の|球団|は|どこ|でしょう|？|,26
2089,ギリシア神話で、アポロンの双子の妹にあたる月と狩猟の女神は誰でしょう？,アルテミス,|ギリシア|神話|で|、|アポロン|の|双子|の|妹|に|あたる|月|と|狩猟|の|女神|は|誰|でしょう|？|,20
2090,タクシーや電車で、乗車するために必要になる最低運賃のことを特に何運賃というでしょう？,初乗り運賃,|タクシー|や|電車|で|、|乗車|する|ため|に|必要|に|なる|最低運賃|の|こと|を|特に|何運賃|と|いう|でしょう|？|,22
2091,怒ったときには「上げ」、心配があるときには「くもらせ」、不快に思うときには「ひそめる」、顔の部分はどこでしょう？,眉,|怒っ|た|とき|に|は|「上げ」|、|心配|が|ある|とき|に|は|「くもらせ」|、|不快|に|思う|とき|に|は|「ひそめる」|、|顔|の|部分|は|どこ|でしょう|？|,30
2092,アヒンサーの教えにより、生き物を絶対に殺してはいけないという掟がある、インド発祥の宗教は何でしょう？,ジャイナ教,|アヒンサー|の|教え|に|より|、|生き物|を|絶対|に|殺し|て|は|いけ|ない|と|いう|掟|が|ある|、|インド|発祥|の|宗教|は|何|でしょう|？|,29
2093,1グラムの物質の温度を摂氏1度だけ高くするのに必要な熱量のことを何というでしょう？,比熱(ひねつ),|1|グラム|の|物質|の|温度|を|摂氏|1|度|だけ|高く|する|の|に|必要|な|熱量|の|こと|を|何|と|いう|でしょう|？|,26
2094,正式名称を「蓮華王院本堂(れんげおういんほんどう)」という、毎年1月の通し矢の行事で知られる、京都市にある御堂はどこでしょう？,三十三間堂,|正式|名称|を|「蓮華王院本堂」|と|いう|、|毎年|1|月|の|通し矢|の|行事|で|知ら|れる|、|京都市|に|ある|御堂|は|どこ|でしょう|？|,26
2095,『オルフェウスの窓』や『ベルサイユのばら』など、ヨーロッパ史を題材とした作品を得意とする漫画家は誰でしょう？,池田理代子(いけだ・りよこ),|『|オルフェウス|の|窓|』|や|『|ベルサイユ|の|ばら|』|など|、|ヨーロッパ|史|を|題材|と|し|た|作品|を|得意|と|する|漫画|家|は|誰|でしょう|？|,31
2096,和歌において、古くから歌に詠み込まれてきた名所旧跡のことを何というでしょう？,歌枕,|和歌|に|おい|て|、|古く|から|歌|に|詠み込ま|れ|て|き|た|名所旧跡|の|こと|を|何|と|いう|でしょう|？|,23
2097,津軽海峡に引かれた生物境界線のことを、イギリスの動物学者の名から何線というでしょう？,ブラキストン線,|津軽海峡|に|引か|れ|た|生物境界|線|の|こと|を|、|イギリス|の|動物|学|者|の|名|から|何線|と|いう|でしょう|？|,24
2098,ジャムやクリームを挟んだパリ式がよく知られている、アーモンド、卵白、砂糖を材料とした、カラフルな焼き菓子は何でしょう？,マカロン,|ジャム|や|クリーム|を|挟ん|だ|パリ|式|が|よく|知ら|れ|て|いる|、|アーモンド|、|卵白|、|砂糖|を|材料|と|し|た|、|カラフル|な|焼き|菓子|は|何|でしょう|？|,34
2099,人間の肩で、なだらかに下がった肩をなで肩というのに対し、角ばった肩のことを何というでしょう？,いかり肩,|人間|の|肩|で|、|なだらか|に|下がっ|た|肩|を|なで肩|と|いう|の|に|対し|、|角ばっ|た|肩|の|こと|を|何|と|いう|でしょう|？|,29
2100,アメリカ領事のシャープレスや、ヒロインに愛される海軍士官ピンカートンなどが登場する、プッチーニのオペラは何でしょう？,『蝶々夫人』,|アメリカ|領事|の|シャー|プレス|や|、|ヒロイン|に|愛さ|れる|海軍士官|ピン|カートン|など|が|登場|する|、|プッチーニ|の|オペラ|は|何|でしょう|？|,26
2101,お笑いトリオ・ダチョウ倶楽部のメンバーは、肥後克広、寺門ジモンと誰でしょう？,上島竜兵(うえしま・りゅうへい),|お|笑い|トリオ|・|ダチョウ|倶楽部|の|メンバー|は|、|肥後克広|、|寺門|ジモン|と|誰|でしょう|？|,18
2102,昨年(2013年)はイギリスのクリス・フルームが総合優勝を果たした、世界最大の自転車ロードレースの名前は何でしょう？,ツール・ド・フランス,|昨年(2013年)|は|イギリス|の|クリス・フルーム|が|総合優勝|を|果たし|た|、|世界最大|の|自転|車|ロード|レース|の|名前|は|何|でしょう|？|,23
2103,その名はアメリカンフットボールのポジション「クォーターバック」に由来する、「1000円カット」で有名な理容チェーンはどこでしょう？,QBハウス,|その|名|は|アメリカン|フットボール|の|ポジション|「|クォーター|バック|」|に|由来|する|、|「|1000|円|カット|」|で|有名|な|理容|チェーン|は|どこ|でしょう|？|,29
2104,一級河川の中で全長が最も短い静岡県を流れる川で、長良川、四万十川とともに「日本三大清流」に数えられるのは何でしょう？,柿田川(かきたがわ),|一|級|河川|の|中|で|全長|が|最も|短い|静岡県|を|流れる|川|で|、|長良川|、|四万十川|と|とも|に|「日本三大清流」|に|数え|られる|の|は|何|でしょう|？|,31
2105,政党のうち、政権を構成しているものを与党というのに対し、政権を構成していないものを何というでしょう？,野党,|政党|の|うち|、|政権|を|構成|し|て|いる|もの|を|与党|と|いう|の|に|対し|、|政権|を|構成|し|て|い|ない|もの|を|何|と|いう|でしょう|？|,33
2106,SNSのTwitterで、投稿を時系列に並べて表示したものを何というでしょう？,タイムライン,|SNS|の|Twitter|で|、|投稿|を|時系列|に|並べ|て|表示|し|た|もの|を|何|と|いう|でしょう|？|,21
2107,幼名を吉法師(きっぽうし)といった、桶狭間の戦いで今川義元の大軍を破った戦国大名は誰でしょう？,織田信長(おだ・のぶなが),|幼名|を|吉法師|と|いっ|た|、|桶狭間|の|戦い|で|今川義元|の|大軍|を|破っ|た|戦国大名|は|誰|でしょう|？|,22
2108,ニュージーランドの5ドル紙幣に描かれている、人類初のエベレスト登頂に成功した登山家は誰でしょう？,サー・エドモンド・ヒラリー,|ニュージーランド|の|5|ドル|紙幣|に|描か|れ|て|いる|、|人類初|の|エベレスト|登頂|に|成功|し|た|登山|家|は|誰|でしょう|？|,25
2109,狩りの時に小熊を見逃したというセオドア・ルーズベルトにちなんで名付けられた、熊のぬいぐるみを指す言葉は何でしょう？,テディベア,|狩り|の|時|に|小熊|を|見逃し|た|と|いう|セオドア|・|ルーズベルト|に|ちなん|で|名付け|られ|た|、|熊|の|ぬいぐるみ|を|指す|言葉|は|何|でしょう|？|,30
2110,イヤーチップとチェストピースをチューブでつないだ形状になっている、医者が心拍や呼吸音などを聴くための道具は何でしょう？,聴診器,|イヤー|チップ|と|チェスト|ピース|を|チューブ|で|つない|だ|形状|に|なっ|て|いる|、|医者|が|心拍|や|呼吸音|など|を|聴く|ため|の|道具|は|何|でしょう|？|,31
2111,『小倉百人一首』の競技かるたで、1文字目で下の句が確定する「1字決まり」の札は合計何枚あるでしょう？,7枚,|『小倉百人一首』|の|競技|かるた|で|、|1|文字|目|で|下の句|が|確定|する|「1字決まり」|の|札|は|合計何|枚|ある|でしょう|？|,23
2112,現在の大相撲の本場所で、初日、中日、千秋楽は、いずれも何曜日に行われているでしょう？,日曜日,|現在|の|大|相撲|の|本|場所|で|、|初日|、|中日|、|千秋|楽|は|、|いずれ|も|何曜日|に|行わ|れ|て|いる|でしょう|？|,27
2113,牛や羊などが食べ物を一旦飲み込んでから口の中に戻し、噛み直して再び飲み込むことを何というでしょう？,反芻(はんすう),|牛|や|羊|など|が|食べ物|を|一旦|飲み込ん|で|から|口|の|中|に|戻し|、|噛み|直し|て|再び|飲み込む|こと|を|何|と|いう|でしょう|？|,29
2114,フランスではモン・セルヴァン、イタリアではモンテ・チェルビノと呼ばれる山を、日本では普通何と呼んでいるでしょう？,マッターホルン,|フランス|で|は|モン|・|セルヴァン|、|イタリア|で|は|モンテ・チェルビノ|と|呼ば|れる|山|を|、|日本|で|は|普通|何|と|呼ん|で|いる|でしょう|？|,28
2115,1871年にドイツを統一してドイツ帝国の宰相となり、「鉄血宰相」と呼ばれた政治家は誰でしょう？,オットー・ビスマルク,|1871|年|に|ドイツ|を|統一|し|て|ドイツ|帝国|の|宰相|と|なり|、|「鉄血宰相」|と|呼ば|れ|た|政治|家|は|誰|でしょう|？|,26
2116,ドルビー・シアターで授賞式が行われる、オスカー像と呼ばれるトロフィーでも知られるアメリカの映画賞は何でしょう？,アカデミー賞,|ドルビー|・|シアター|で|授賞式|が|行わ|れる|、|オスカー|像|と|呼ば|れる|トロフィー|で|も|知ら|れる|アメリカ|の|映画賞|は|何|でしょう|？|,26
2117,達磨大師(だるまだいし)が揚子江を1枚の葉に乗って下った故事からペンネームをつけた、代表作に『にごりえ』や『たけくらべ』がある女流作家は誰でしょう？,樋口一葉(ひぐち・いちよう),|達磨大師|が|揚子|江|を|1|枚|の|葉|に|乗っ|て|下っ|た|故事|から|ペン|ネーム|を|つけ|た|、|代表|作|に|『にごりえ』|や|『たけくらべ』|が|ある|女流作家|は|誰|でしょう|？|,35
2118,英語で、多数派を「マジョリティー」というのに対し、少数派を何というでしょう？,マイノリティー,|英語|で|、|多数|派|を|「|マジョリティー|」|と|いう|の|に|対し|、|少数|派|を|何|と|いう|でしょう|？|,23
2119,代表作に『無我』や『生生流転(せいせいるてん)』がある、朦朧体を創始した日本画家は誰でしょう？,横山大観(よこやま・たいかん),|代表|作|に|『無我』|や|『生生流転』|が|ある|、|朦朧|体|を|創始|し|た|日本画家|は|誰|でしょう|？|,20
2120,「金山寺味噌」は和歌山県の名産品ですが、「八丁味噌」は何県の名産品でしょう？,愛知県,|「金山寺味噌」|は|和歌山県|の|名産|品|です|が|、|「八丁味噌」|は|何県|の|名産|品|でしょう|？|,17
2121,えびす様のような、耳たぶが大きく肉厚な耳のことを特に何耳というでしょう？,福耳,|えびす|様|の|よう|な|、|耳たぶ|が|大きく|肉厚|な|耳|の|こと|を|特に|何|耳|と|いう|でしょう|？|,22
2122,オランダ植民地時代はニューアムステルダムと呼ばれた、「ビッグアップル」という愛称で知られるアメリカの都市はどこでしょう？,ニューヨーク,|オランダ|植民地時代|は|ニュー|アムステルダム|と|呼ば|れ|た|、|「|ビッグ|アップル|」|と|いう|愛称|で|知ら|れる|アメリカ|の|都市|は|どこ|でしょう|？|,27
2123,「コモチカンラン」や「ヒメカンラン」とも呼ばれる、シチューなどに用いられる小さな球状の野菜は何でしょう？,芽キャベツ,|「|コモ|チカン|ラン|」|や|「ヒメカンラン」|と|も|呼ば|れる|、|シチュー|など|に|用い|られる|小さな|球状|の|野菜|は|何|でしょう|？|,25
2124,「プラットフォーム」と呼ばれる平坦な作りのつま先が特徴である、バレエを踊るときに履く靴のことを何というでしょう？,トゥシューズ,|「|プラットフォーム|」|と|呼ば|れる|平坦|な|作り|の|つま先|が|特徴|で|ある|、|バレエ|を|踊る|とき|に|履く|靴|の|こと|を|何|と|いう|でしょう|？|,31
2125,「丸」「十字」「波」「四角」「星」の5種類からなる、超能力実験用のカードを何というでしょう？,ESPカード,|「丸」|「十字」|「波」|「四角」|「星」|の|5|種類|から|なる|、|超|能力実験|用|の|カード|を|何|と|いう|でしょう|？|,22
2126,隋の時代に始まり清の時代まで続けられた、中国の官吏(かんり)登用試験は何でしょう？,科挙,|隋|の|時代|に|始まり|清|の|時代|まで|続け|られ|た|、|中国|の|官吏登用試験|は|何|でしょう|？|,20
2127,エドガー・アラン・ポーの小説『モルグ街の殺人』に登場する、世界初の名探偵とされる貴族の名前は何でしょう？,C・オーギュスト・デュパン,|エドガー|・|アラン|・|ポー|の|小説|『|モルグ|街|の|殺人|』|に|登場|する|、|世界初|の|名|探偵|と|さ|れる|貴族|の|名前|は|何|でしょう|？|,31
2128,童謡『金太郎』で、金太郎がかついでいる道具は何でしょう？,まさかり,|童謡|『金太郎』|で|、|金太郎|が|かつい|で|いる|道具|は|何|でしょう|？|,14
2129,通貨危機などに際して、複数の国の中央銀行が一斉に通貨の売りや買いを行うことを漢字四文字で何というでしょう？,協調介入,|通貨危機|など|に|際し|て|、|複数|の|国|の|中央銀行|が|一斉|に|通貨|の|売り|や|買い|を|行う|こと|を|漢字四文字|で|何|と|いう|でしょう|？|,30
2130,16進数では12、SI接頭辞では100分の1、元素記号では炭素をあらわすアルファベット1文字は何でしょう？,C,|16|進|数|で|は|12|、|SI|接頭辞|で|は|100|分|の|1|、|元素記号|で|は|炭素|を|あらわす|アルファベット|1|文字|は|何|でしょう|？|,29
2131,歌手の前川清、美輪明宏、福山雅治に共通する出身都道府県はどこでしょう？,長崎県,|歌手|の|前川清|、|美輪明宏|、|福山雅治|に|共通|する|出身都道府県|は|どこ|でしょう|？|,15
2132,囲碁で、自分の地(じ)にも相手の地(じ)にもならない目のことを何というでしょう？,駄目(だめ),|囲碁|で|、|自分|の|地|に|も|相手|の|地|に|も|なら|ない|目|の|こと|を|何|と|いう|でしょう|？|,24
2133,リトルローディという愛称で知られる、アメリカ50州で最も面積が小さい州はどこでしょう？,ロードアイランド州,|リトル|ローディ|と|いう|愛称|で|知ら|れる|、|アメリカ|50|州|で|最も|面積|が|小さい|州|は|どこ|でしょう|？|,22
2134,化学で使われる指標「pH(ペーハー)」で、室温において「中性」を示す数値はいくつでしょう？,7,|化学|で|使わ|れる|指標|「pH」|で|、|室温|に|おい|て|「中性」|を|示す|数値|は|いく|つ|でしょう|？|,21
2135,2010年に映画化された『インシテミル』や、デビュー作『氷菓』などの作品で知られる日本の小説家は誰でしょう？,米澤穂信(よねざわ・ほのぶ),|2010|年|に|映画|化|さ|れ|た|『インシテミル』|や|、|デビュー|作|『氷菓』|など|の|作品|で|知ら|れる|日本|の|小説|家|は|誰|でしょう|？|,28
2136,本名を穐吉定次(あきよし・さだじ)という、前人未到の69連勝の記録を持つ、昭和を代表する大横綱は誰でしょう？,双葉山,|本名|を|穐吉定次|と|いう|、|前人未到|の|69|連勝|の|記録|を|持つ|、|昭和|を|代表|する|大|横綱|は|誰|でしょう|？|,25
2137,世界で初めてヨーグルトの工業化に成功したアイザック・カラソーの息子・ダニエルにちなんで名付けられた、ヨーグルトのブランドは何でしょう？,ダノン,|世界|で|初めて|ヨーグルト|の|工業|化|に|成功|し|た|アイザック|・|カラソー|の|息子|・|ダニエル|に|ちなん|で|名付け|られ|た|、|ヨーグルト|の|ブランド|は|何|でしょう|？|,32
2138,「人返しの法」や「上知令(あげちれい)」などの政策が行われた、老中・水野忠邦による江戸三大改革の1つは何でしょう？,天保の改革,|「人返しの法」|や|「上知令」|など|の|政策|が|行わ|れ|た|、|老中|・|水野忠邦|に|よる|江戸三|大|改革|の|1|つ|は|何|でしょう|？|,26
2139,もともとは舞台を賑やかにするために楽器の演奏を入れることで、転じて物事を大げさに宣伝することを何というでしょう？,鳴り物入り,|もともと|は|舞台|を|賑やか|に|する|ため|に|楽器|の|演奏|を|入れる|こと|で|、|転じ|て|物事|を|大げさ|に|宣伝|する|こと|を|何|と|いう|でしょう|？|,32
2140,かつてのナンバースクールで、旧制一高は現在の東京大学ですが、旧制二高は現在の何大学でしょう？,東北大学,|かつて|の|ナンバー|スクール|で|、|旧制一|高|は|現在|の|東京大学|です|が|、|旧制二|高|は|現在|の|何大学|でしょう|？|,23
2141,アカバ湾、オマーン湾、アデン湾、ペルシャ湾、紅海などに囲まれている、世界最大の半島は何でしょう？,アラビア半島,|アカバ|湾|、|オマーン|湾|、|アデン|湾|、|ペルシャ|湾|、|紅海|など|に|囲ま|れ|て|いる|、|世界最大|の|半島|は|何|でしょう|？|,27
2142,歌舞伎十八番の1つ『助六』で、主人公の助六と恋に落ちる遊女の名前は何でしょう？,揚巻(あげまき),|歌舞伎十八番|の|1|つ|『助六』|で|、|主人|公|の|助六|と|恋|に|落ちる|遊女|の|名前|は|何|でしょう|？|,22
2143,1961年、ボストーク1号に搭乗し世界初の宇宙飛行士となった、「地球は青かった」という名言で知られる人物は誰でしょう？,ユーリイ・ガガーリン,|1961|年|、|ボストーク|1|号|に|搭乗|し|世界初|の|宇宙飛行|士|と|なっ|た|、|「|地球|は|青かっ|た|」|と|いう|名言|で|知ら|れる|人物|は|誰|でしょう|？|,34
2144,医療では心拍数、オーケストラではホルン、野球ではホームランを表すアルファベット2文字は何でしょう？,HR,|医療|で|は|心拍数|、|オーケストラ|で|は|ホルン|、|野球|で|は|ホーム|ラン|を|表す|アルファベット|2|文字|は|何|でしょう|？|,24
2145,日本神話で、スサノオノミコトが退治したという、8つの頭、8つの尻尾を持つ大蛇を何というでしょう？,ヤマタノオロチ,|日本神話|で|、|スサノオ|ノ|ミコト|が|退治|し|た|と|いう|、|8|つ|の|頭|、|8|つ|の|尻尾|を|持つ|大蛇|を|何|と|いう|でしょう|？|,31
2146,漫画を描くときはクリスチーネ剛田と名乗っている、漫画『ドラえもん』に登場するジャイアンの妹は誰でしょう？,ジャイ子,|漫画|を|描く|とき|は|クリスチーネ|剛田|と|名乗っ|て|いる|、|漫画|『ドラえもん』|に|登場|する|ジャイアン|の|妹|は|誰|でしょう|？|,24
2147,毎年11月15日頃に、子供の成長を祝って神社などにお参りする行事を、それを行うときの子供の年齢から何というでしょう？,七五三,|毎年|11|月|15|日|頃|に|、|子供|の|成長|を|祝っ|て|神社|など|に|お|参り|する|行事|を|、|それ|を|行う|とき|の|子供|の|年齢|から|何|と|いう|でしょう|？|,37
2148,アイスホッケーで、相手チームの選手が味方チームの選手より少なくなった状態を何というでしょう？,パワープレー,|アイス|ホッケー|で|、|相手|チーム|の|選手|が|味方|チーム|の|選手|より|少なく|なっ|た|状態|を|何|と|いう|でしょう|？|,24
2149,目をぱっちり見せるために、まつげを挟んで上向きにそらせる化粧道具を何というでしょう？,アイラッシュカーラー,|目|を|ぱっちり|見せる|ため|に|、|まつげ|を|挟ん|で|上向き|に|そら|せる|化粧道具|を|何|と|いう|でしょう|？|,22
2150,ネマティックやスメクティックなどの種類がある、ディスプレイに用いられる固体と液体の中間的な状態を何というでしょう？,液晶(えきしょう),|ネマティック|や|スメクティック|など|の|種類|が|ある|、|ディスプレイ|に|用い|られる|固体|と|液体|の|中間|的|な|状態|を|何|と|いう|でしょう|？|,27
2151,宴会をするために使われることが多い、屋根と座敷を備えた船のことを何というでしょう？,屋形船(やかたぶね),|宴会|を|する|ため|に|使わ|れる|こと|が|多い|、|屋根|と|座敷|を|備え|た|船|の|こと|を|何|と|いう|でしょう|？|,26
2152,東京国際フォーラムには彼の作品の常設美術館がある、『にんげんだもの』などの詩集で知られる書家・詩人は誰でしょう？,相田みつを(あいだ-),|東京国際|フォーラム|に|は|彼|の|作品|の|常設美術|館|が|ある|、|『|にんげん|だ|もの|』|など|の|詩集|で|知ら|れる|書家|・|詩人|は|誰|でしょう|？|,31
2153,ことわざで、「サンマが出ると引っ込む」とされている職業は何でしょう？,あんま,|ことわざ|で|、|「|サンマ|が|出る|と|引っ込む|」|と|さ|れ|て|いる|職業|は|何|でしょう|？|,20
2154,作曲家のメンデルスゾーン、ワーグナー、ベートーベンといえば、どこの国の出身でしょう？,ドイツ,|作曲|家|の|メンデルスゾーン|、|ワーグナー|、|ベートーベン|と|いえ|ば|、|どこ|の|国|の|出身|でしょう|？|,19
2155,毎年1月3日に東京ドームで行われる、アメリカンフットボールの日本一決定戦は何でしょう？,ライスボウル,|毎年|1|月|3|日|に|東京|ドーム|で|行わ|れる|、|アメリカン|フットボール|の|日本一決定|戦|は|何|でしょう|？|,21
2156,イタリア語で「炭焼き風の」という意味がある、ベーコン、チーズ、卵などを使ったスパゲティ料理は何でしょう？,カルボナーラ,|イタリア|語|で|「炭焼き風の」|と|いう|意味|が|ある|、|ベーコン|、|チーズ|、|卵|など|を|使っ|た|スパゲティ|料理|は|何|でしょう|？|,25
2157,1964年のヴェニス憲章に基づいて翌年に設立された、UNESCO(ユネスコ)の記念物と遺跡の保護に関する諮問機関(しもんきかん)は何でしょう？,ICOMOS(イコモス),|1964|年|の|ヴェニス|憲章|に|基づい|て|翌年|に|設立|さ|れ|た|、|UNESCO|の|記念|物|と|遺跡|の|保護|に|関する|諮問機関|は|何|でしょう|？|,30
2158,アメリカ合衆国の1ドル紙幣の肖像になっている、同国の初代大統領は誰でしょう？,ジョージ・ワシントン,|アメリカ|合衆|国|の|1|ドル|紙幣|の|肖像|に|なっ|て|いる|、|同国|の|初代大統領|は|誰|でしょう|？|,21
2159,人間の体で、腎臓から送られてくる尿を一時的に溜めておき排出に備える、袋状の器官のことを何というでしょう？,膀胱(ぼうこう),|人間|の|体|で|、|腎臓|から|送ら|れ|て|くる|尿|を|一時|的|に|溜め|て|おき|排出|に|備える|、|袋|状|の|器官|の|こと|を|何|と|いう|でしょう|？|,35
